ESTU_GENERO,EDAD,ESTU_COMOCAPACITOEXAMENSB11,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_TIENECONSOLAVIDEOJUEGOS,MOD_RAZONA_CUANTITATIVO_PNAL,MOD_LECTURA_CRITICA_PNAL,MOD_COMPETEN_CIUDADA_PNAL,MOD_INGLES_PNAL,MOD_COMUNI_ESCRITA_PNAL,PUNT_GLOBAL,GRUPO
1,29,1,1,2,2,0,5,24,11,32,7.0,113,0
0,25,1,4,3,2,0,3,51,13,50,1.0,116,0
1,20,1,4,4,3,0,91,53,26,30,73.0,155,2
0,19,1,8,8,3,0,100,98,99,99,84.0,208,1
0,30,0,5,3,2,1,94,84,67,77,73.0,178,1
1,23,2,0,4,2,1,69,28,35,29,62.0,144,2
1,22,1,3,4,3,1,81,69,86,80,86.0,178,1
0,29,1,6,4,1,0,2,4,18,17,26.0,111,0
1,25,1,1,0,2,0,81,78,72,18,47.0,157,2
1,24,1,4,4,2,1,59,24,41,75,20.0,146,2
0,24,1,1,1,1,1,14,32,34,40,77.0,140,2
1,22,1,8,5,1,0,59,22,34,18,42.0,136,2
0,25,1,8,2,3,0,2,5,4,56,12.0,107,0
1,21,1,7,8,3,0,65,89,86,77,70.0,175,1
0,27,1,2,2,1,0,49,31,13,20,12.0,125,0
1,21,2,8,8,4,1,43,38,76,10,14.0,137,2
1,21,1,0,4,2,1,41,93,74,80,97.0,178,1
1,19,1,8,3,4,1,97,100,75,99,92.0,203,1
1,20,0,4,4,2,0,57,90,74,64,1.0,149,2
0,23,0,4,4,2,0,62,81,47,70,52.0,160,1
1,22,2,4,4,2,0,76,13,7,29,8.0,124,0
0,18,0,0,0,1,0,25,68,77,10,77.0,150,2
1,19,1,5,8,2,0,99,90,67,45,62.0,173,1
0,23,1,4,8,4,0,34,66,96,13,27.0,149,2
0,40,1,4,10,3,1,71,59,84,76,7.0,156,2
0,20,0,8,8,3,0,65,100,82,53,93.0,181,1
1,23,1,1,5,2,1,95,53,82,35,62.0,164,2
1,31,1,2,2,2,0,10,4,21,36,37.0,121,0
0,23,1,5,8,1,0,77,90,89,68,51.0,171,1
0,24,1,4,4,3,0,99,96,96,89,47.0,190,1
0,24,1,3,8,2,0,62,46,62,46,31.0,149,2
1,25,0,4,4,1,0,58,25,64,57,77.0,155,2
0,21,0,5,3,4,0,79,83,68,97,100.0,208,1
0,21,1,2,5,1,0,99,97,83,42,87.0,185,1
1,23,1,10,4,2,0,63,91,4,1,95.0,142,2
0,30,1,2,2,3,0,3,6,20,10,1.0,102,0
1,29,1,2,10,3,0,1,36,57,34,8.0,123,0
1,27,1,3,3,6,0,66,62,85,96,26.0,169,1
1,21,1,2,8,2,0,99,91,95,82,71.0,191,1
1,25,1,1,8,2,0,68,59,67,44,23.0,152,2
1,33,2,5,0,3,0,38,23,73,32,20.0,139,2
0,21,0,3,3,5,0,93,82,91,100,95.0,198,1
1,28,1,3,8,4,0,37,49,97,67,98.0,192,1
0,19,0,0,5,3,0,24,83,61,40,96.0,161,2
0,20,1,8,4,2,0,59,52,72,55,2.0,144,2
0,35,1,2,2,3,0,28,46,20,5,47.0,129,0
1,21,1,1,4,2,0,78,47,75,91,6.0,158,1
1,20,1,4,8,2,0,71,23,32,77,33.0,148,2
1,21,2,0,8,6,1,95,90,72,97,51.0,182,1
0,21,2,2,4,1,0,18,41,41,3,1.0,117,0
0,27,1,9,0,1,0,49,38,38,9,12.0,130,0
0,27,1,8,4,3,1,4,15,3,38,4.0,105,0
0,23,1,5,5,3,1,26,59,9,77,35.0,140,2
1,21,2,8,8,4,0,95,83,79,84,91.0,186,1
1,22,1,11,0,1,0,32,67,56,90,87.0,167,1
0,46,2,8,1,3,0,6,8,4,9,10.0,103,0
0,20,1,7,5,4,1,67,97,100,94,19.0,183,1
0,21,0,9,2,1,0,44,9,9,6,53.0,122,0
0,28,1,4,3,3,1,16,37,21,42,2.0,122,0
1,20,1,7,4,2,0,92,45,100,60,63.0,174,1
1,37,1,2,1,2,0,65,48,91,27,37.0,153,2
1,21,1,3,8,4,1,59,68,71,97,84.0,176,1
0,25,1,8,3,3,0,67,70,69,55,14.0,153,2
0,20,1,3,3,5,0,59,71,80,78,72.0,169,1
0,21,1,0,5,2,0,36,36,37,48,69.0,146,2
1,37,1,4,4,1,0,8,21,36,30,15.0,124,0
0,25,1,4,5,3,1,54,85,79,88,19.0,165,1
1,20,1,11,11,4,0,67,72,55,93,92.0,176,1
1,22,1,4,0,2,0,64,15,5,16,1.0,99,0
1,26,1,0,4,3,1,80,62,79,88,70.0,174,1
0,22,1,2,5,3,1,47,53,28,39,55.0,143,2
0,22,0,4,4,2,0,42,34,39,36,70.0,145,2
1,23,1,2,4,2,0,68,67,36,52,74.0,158,2
0,20,2,11,4,3,0,71,72,79,42,42.0,158,2
0,33,1,2,0,2,0,32,26,17,47,1.0,107,0
0,21,1,4,8,2,0,79,98,100,87,100.0,204,1
0,22,2,7,7,4,1,31,93,58,66,66.0,162,1
1,38,1,0,1,4,0,93,96,72,81,87.0,186,1
0,27,1,0,7,3,0,36,47,61,60,35.0,148,2
0,22,1,1,5,2,0,91,72,65,63,27.0,163,1
0,20,1,0,4,2,0,81,45,63,81,5.0,152,2
0,33,2,5,8,3,1,36,78,48,79,77.0,162,1
0,35,1,2,2,1,0,3,16,16,2,46.0,112,0
0,40,2,2,2,3,0,17,46,26,14,23.0,128,0
0,22,1,10,1,1,0,43,20,28,27,25.0,132,0
0,42,1,0,0,2,0,4,65,55,27,7.0,129,0
0,25,2,0,0,2,0,42,36,30,21,38.0,136,0
1,33,1,4,5,3,0,75,28,85,62,86.0,165,1
0,21,1,0,4,2,0,92,88,88,80,86.0,186,1
0,24,1,0,0,2,0,25,12,30,90,24.0,140,0
0,32,2,4,2,4,0,10,39,12,4,47.0,120,0
1,46,1,2,2,2,0,86,63,55,92,47.0,168,1
0,22,1,11,1,2,0,61,99,94,95,98.0,196,1
0,30,1,2,4,2,1,46,25,28,27,1.0,109,0
1,40,1,4,4,2,0,13,10,33,44,1.0,102,0
1,22,1,1,2,2,0,62,13,10,50,37.0,134,0
1,19,1,3,3,4,1,91,95,97,97,82.0,196,1
0,41,1,5,4,3,0,22,40,32,54,67.0,143,2
0,37,1,1,7,1,0,13,15,10,7,13.0,111,0
0,22,2,8,4,3,0,91,87,81,74,43.0,173,1
0,23,1,4,3,1,0,53,55,52,43,3.0,139,2
1,21,2,0,3,3,1,91,18,38,89,73.0,164,2
0,24,1,8,8,3,0,22,53,85,90,31.0,158,2
0,37,1,4,0,2,0,79,92,94,75,84.0,183,1
0,20,1,4,0,1,0,80,76,33,72,47.0,160,2
1,22,2,0,3,3,1,92,100,94,96,36.0,206,1
0,27,1,4,0,1,0,74,11,36,15,63.0,139,2
0,23,1,4,5,3,0,99,97,83,69,98.0,195,1
0,20,1,4,8,2,0,89,91,58,29,96.0,174,1
0,21,1,2,1,1,0,5,25,27,81,76.0,142,2
0,19,1,2,0,2,0,28,46,28,24,39.0,135,0
1,24,1,4,4,3,1,16,7,9,24,24.0,116,0
1,22,2,0,1,1,0,35,71,77,59,19.0,152,2
0,22,2,4,4,2,0,81,97,94,84,97.0,193,1
1,23,1,8,5,4,0,87,63,65,66,21.0,160,2
0,32,1,2,2,3,0,1,14,1,97,1.0,98,0
0,28,1,1,4,2,0,48,58,18,34,21.0,138,2
0,22,1,0,4,2,0,59,53,75,24,90.0,159,2
0,29,1,1,0,2,0,20,7,8,13,10.0,109,0
0,21,1,0,4,2,0,9,5,9,13,1.0,86,0
0,54,1,1,0,2,0,5,32,40,22,16.0,124,0
0,23,1,4,0,2,0,35,58,52,57,78.0,155,2
0,24,1,4,4,2,0,55,39,71,41,54.0,150,2
0,22,1,5,5,2,1,94,95,90,65,93.0,188,1
0,23,1,2,8,4,0,6,48,43,62,89.0,148,2
0,32,2,1,8,2,0,15,9,9,5,28.0,113,0
0,49,1,1,1,2,0,17,76,50,54,5.0,138,2
0,20,1,0,5,3,0,49,13,40,64,52.0,143,2
0,32,1,2,2,2,0,16,21,28,17,31.0,126,0
1,37,1,5,3,2,0,2,51,64,26,50.0,135,2
1,29,1,4,0,4,0,1,10,7,21,6.0,102,0
0,42,2,1,4,2,0,57,45,54,40,73.0,153,2
0,43,1,2,2,1,1,11,4,13,37,24.0,117,0
0,24,1,0,4,2,0,44,79,72,61,47.0,158,2
0,21,1,5,5,6,0,27,40,39,91,74.0,156,2
1,23,1,3,8,6,1,70,99,95,79,87.0,189,1
1,24,1,4,4,3,1,68,25,21,22,10.0,129,0
1,28,1,0,5,3,0,5,6,3,3,1.0,78,0
1,20,1,3,8,2,1,85,76,72,32,27.0,158,2
1,24,1,7,8,4,1,9,55,17,77,1.0,112,0
1,22,1,4,4,2,0,87,96,72,78,17.0,171,1
0,41,1,2,2,2,0,21,7,34,21,1.0,99,0
1,22,2,8,3,4,1,98,72,70,89,88.0,186,1
1,30,1,4,5,4,1,40,26,36,56,53.0,141,2
1,20,2,8,5,3,1,92,84,96,89,71.0,187,1
0,34,2,8,3,2,1,40,85,95,70,74.0,171,1
1,23,2,5,1,2,0,94,68,92,78,1.0,148,1
1,31,1,4,4,2,0,78,47,66,28,38.0,151,2
0,24,0,2,2,4,0,39,34,61,6,18.0,134,0
0,22,0,2,8,3,0,64,63,58,52,44.0,154,2
0,21,0,4,4,3,1,70,67,88,67,54.0,165,1
0,33,1,0,2,3,1,51,14,20,7,44.0,127,0
0,25,1,0,0,3,1,46,67,51,32,10.0,140,2
1,26,2,0,2,2,0,31,39,43,42,58.0,142,2
0,30,2,9,9,2,0,24,48,29,96,56.0,152,2
0,23,0,8,4,4,0,25,9,10,12,72.0,125,0
1,26,1,8,8,4,1,84,59,93,68,22.0,166,1
0,22,1,9,0,1,0,76,46,7,16,93.0,146,2
0,33,2,0,4,3,0,70,84,85,60,94.0,176,1
0,36,1,0,8,4,0,1,22,28,2,35.0,114,0
1,39,1,2,2,3,0,56,24,49,21,57.0,141,2
1,28,1,5,2,1,0,9,41,45,13,44.0,130,0
0,20,0,4,4,1,0,59,43,29,38,15.0,138,2
0,30,1,7,7,1,0,10,6,20,14,45.0,118,0
0,24,0,7,4,3,0,8,4,3,15,18.0,107,0
1,23,1,2,8,1,0,6,6,1,39,11.0,104,0
0,31,1,8,4,5,0,93,84,84,100,31.0,197,1
1,23,2,4,2,3,1,73,72,66,92,7.0,160,1
0,20,0,1,4,2,0,22,53,40,16,48.0,136,0
1,21,2,11,7,3,0,99,91,94,84,83.0,193,1
1,20,2,3,7,4,0,60,65,18,36,45.0,143,2
0,25,1,5,5,2,0,19,31,15,44,10.0,124,0
0,21,0,5,3,3,0,61,66,35,61,10.0,145,2
0,46,1,2,2,4,0,54,31,39,29,86.0,149,2
0,21,2,3,3,4,0,66,69,93,73,97.0,179,1
1,26,1,2,1,1,0,49,44,61,19,58.0,145,2
1,33,1,3,1,2,0,61,9,6,17,74.0,130,0
0,21,1,4,4,3,0,49,63,34,40,40.0,145,2
0,21,1,5,4,2,0,40,5,37,38,7.0,124,0
1,34,2,0,0,2,0,53,15,48,61,19.0,141,2
0,23,1,5,5,1,0,24,11,28,13,50.0,125,0
0,20,0,4,8,2,0,84,87,75,96,73.0,183,1
1,24,2,1,1,2,0,37,1,4,12,78.0,118,0
1,21,1,3,3,4,1,40,39,46,67,6.0,138,2
1,30,2,1,2,1,0,7,16,5,41,10.0,112,0
0,22,0,3,3,2,0,39,21,14,75,13.0,132,0
1,42,1,0,0,3,0,9,62,17,57,10.0,129,0
0,21,1,1,4,2,0,86,50,70,65,71.0,167,1
1,37,1,2,8,2,0,1,45,77,44,33.0,135,2
0,21,0,1,2,1,0,57,48,76,13,56.0,148,2
0,22,2,0,0,2,1,37,39,51,20,1.0,112,0
0,22,1,7,5,2,0,82,48,49,68,73.0,163,2
1,32,1,1,3,3,0,98,69,62,65,1.0,153,2
0,20,1,4,8,3,0,90,77,84,88,21.0,173,1
0,24,2,8,3,4,0,59,39,43,89,81.0,163,2
1,25,2,3,8,6,1,89,72,46,93,95.0,181,1
1,24,1,4,10,3,0,2,14,10,25,1.0,104,0
1,21,1,5,8,2,0,29,12,16,20,4.0,115,0
1,23,2,1,0,2,0,99,98,98,100,68.0,219,1
1,26,1,0,5,3,0,48,75,52,77,33.0,156,2
0,34,1,1,5,3,0,31,37,42,68,72.0,151,2
0,25,0,9,4,1,0,6,35,35,20,30.0,127,0
1,24,0,2,0,3,0,92,30,58,81,19.0,158,2
1,21,1,7,5,2,1,96,40,34,67,75.0,164,2
0,29,1,4,4,3,0,92,57,48,67,31.0,160,2
0,21,0,1,1,1,0,62,30,38,64,76.0,154,2
1,24,1,1,1,3,0,69,97,86,94,66.0,184,1
0,19,1,2,2,2,0,64,69,86,78,80.0,173,1
0,51,2,2,1,2,0,12,21,37,20,2.0,117,0
0,31,2,9,2,1,0,31,80,36,20,23.0,140,2
1,27,1,0,0,1,0,31,20,26,2,4.0,115,0
1,29,2,2,4,3,0,37,51,25,34,47.0,139,2
0,23,0,4,0,1,0,15,25,41,55,85.0,145,2
0,20,2,2,2,2,0,64,45,21,38,73.0,148,2
0,23,0,8,8,3,0,2,14,7,51,42.0,117,0
0,20,1,0,8,2,0,44,29,40,31,11.0,132,0
1,42,1,5,2,2,0,37,49,63,49,16.0,144,2
0,23,2,5,4,1,0,74,93,69,39,21.0,160,2
0,34,2,2,4,2,0,30,13,15,30,5.0,118,0
1,25,1,11,7,2,0,48,5,21,16,2.0,116,0
1,20,2,3,3,3,0,88,94,88,91,85.0,189,1
1,40,1,1,5,3,0,46,29,60,37,30.0,142,2
0,25,2,5,4,3,0,54,94,62,42,1.0,132,2
0,26,1,5,4,4,0,69,69,68,89,21.0,163,1
1,21,1,8,0,3,1,72,26,32,86,45.0,153,2
0,20,2,0,0,1,0,14,64,88,85,83.0,165,1
0,20,1,7,10,3,0,70,76,65,53,94.0,170,1
1,27,2,7,5,3,0,91,46,13,51,79.0,155,2
0,27,2,0,0,3,1,2,19,39,7,27.0,119,0
0,27,1,0,0,3,0,39,35,41,90,28.0,150,2
1,27,1,8,8,3,0,77,30,93,61,100.0,193,1
0,19,1,5,5,3,0,88,90,89,89,92.0,189,1
1,21,1,6,4,1,1,26,18,29,4,40.0,125,0
0,44,1,6,6,1,0,8,26,13,55,39.0,127,0
0,23,1,1,5,3,0,63,14,8,2,38.0,122,0
0,36,1,11,0,2,0,20,12,13,49,90.0,137,0
0,20,1,8,8,2,0,96,96,93,34,88.0,184,1
1,25,1,7,7,6,1,58,18,1,87,49.0,133,2
1,22,1,5,5,3,1,71,79,77,59,7.0,154,2
0,24,0,8,7,4,0,39,38,20,63,12.0,135,0
0,23,1,2,0,2,0,10,3,35,24,2.0,110,0
1,29,1,0,2,1,0,21,7,25,29,20.0,123,0
1,29,1,8,1,2,0,82,65,94,62,31.0,166,1
1,47,1,2,8,1,0,82,80,64,69,54.0,166,1
0,23,1,0,0,1,0,66,66,66,32,43.0,153,2
0,22,0,4,8,1,0,24,45,52,29,87.0,148,2
1,24,2,7,0,2,0,20,53,6,38,98.0,144,2
1,29,1,10,0,2,1,43,47,72,66,10.0,145,2
1,19,0,8,8,1,0,32,45,33,89,27.0,149,2
1,20,1,0,4,3,1,76,63,60,73,39.0,160,1
1,24,1,2,4,3,0,89,71,75,49,64.0,167,1
0,20,1,5,3,4,0,20,36,18,92,71.0,149,2
0,22,2,3,8,5,1,84,93,95,92,100.0,198,1
0,22,1,4,5,1,0,11,4,13,12,3.0,105,0
0,26,0,5,0,2,0,53,81,41,30,91.0,159,2
1,20,2,8,8,4,1,100,90,95,79,59.0,188,1
0,23,1,4,5,2,0,47,70,78,36,39.0,153,2
0,31,2,4,4,3,0,55,59,44,43,27.0,146,2
0,24,1,2,2,3,0,55,70,77,60,42.0,158,2
0,21,2,2,0,1,0,74,70,94,59,43.0,166,1
0,22,1,2,2,0,0,54,23,62,54,47.0,147,2
0,20,1,8,5,4,1,30,17,39,44,35.0,135,0
0,24,2,1,1,2,0,54,32,23,21,79.0,143,2
1,34,2,11,2,2,0,60,58,84,49,28.0,155,2
0,22,1,11,2,2,0,56,66,53,59,86.0,162,2
1,32,1,4,1,2,0,8,7,2,21,3.0,100,0
0,20,1,5,3,3,1,49,98,90,93,45.0,177,1
1,29,2,3,3,4,0,25,28,60,6,1.0,106,0
1,41,0,1,4,3,0,13,37,21,4,43.0,123,0
0,23,2,4,4,3,0,40,59,33,64,74.0,154,2
1,23,1,4,1,3,0,83,76,96,66,54.0,172,1
1,22,1,0,4,2,0,25,7,29,76,12.0,130,0
0,22,1,8,3,5,0,85,99,87,100,97.0,216,1
0,24,1,4,4,1,0,11,30,19,51,5.0,122,0
0,21,1,4,2,2,0,32,54,67,34,39.0,145,2
0,21,1,8,4,4,0,73,80,81,77,39.0,167,1
0,19,2,8,5,3,0,63,83,74,58,61.0,163,1
0,20,1,4,0,2,0,81,83,78,93,94.0,185,1
0,21,1,3,8,4,0,100,80,90,95,99.0,217,1
0,25,1,4,4,2,1,52,65,56,62,24.0,152,2
1,27,2,4,4,2,0,84,73,44,49,34.0,156,2
1,19,1,2,2,2,0,18,24,28,15,84.0,136,0
0,20,1,8,8,4,0,97,100,100,100,93.0,229,1
0,27,1,8,5,3,1,56,25,24,25,48.0,136,0
0,26,1,1,0,2,0,73,28,12,15,21.0,132,0
1,23,1,5,7,3,0,94,37,51,67,37.0,159,2
0,22,2,5,8,5,0,71,98,93,100,89.0,211,1
0,36,1,2,1,2,1,21,1,2,13,70.0,113,0
1,25,1,8,3,5,0,29,39,21,5,1.0,101,0
0,35,2,1,0,1,0,14,42,22,22,85.0,138,0
1,24,0,3,8,3,1,64,73,18,51,9.0,141,2
1,20,1,5,10,3,0,73,96,95,69,87.0,184,1
1,39,1,4,4,3,0,92,67,73,70,79.0,174,1
1,21,2,3,3,2,0,99,98,92,97,16.0,190,1
1,30,0,0,3,4,1,64,38,50,76,25.0,152,2
0,33,2,8,4,2,1,34,67,51,56,37.0,149,2
1,22,2,4,4,3,1,44,64,61,71,34.0,154,2
0,31,1,8,10,3,0,35,2,31,37,21.0,125,0
1,21,1,4,4,2,1,89,27,62,65,67.0,161,2
0,23,1,2,0,3,0,59,57,48,44,59.0,151,2
1,24,1,1,10,1,0,40,11,16,60,5.0,125,0
0,28,2,0,4,2,0,20,32,51,43,59.0,140,2
1,30,1,4,4,2,0,38,3,4,20,19.0,114,0
1,22,2,8,4,3,0,55,30,38,92,53.0,154,2
0,29,1,2,2,1,0,41,46,43,18,1.0,113,0
0,21,0,3,3,5,0,65,83,79,93,98.0,184,1
0,22,1,4,4,3,0,10,6,1,31,11.0,104,0
1,51,1,2,2,3,0,64,20,22,53,41.0,140,2
0,27,1,4,4,3,1,69,62,58,72,81.0,166,1
0,21,1,8,4,2,0,41,62,46,49,1.0,121,2
0,20,2,7,5,6,1,45,75,62,99,82.0,175,1
1,26,1,4,1,2,0,3,2,3,29,5.0,97,0
0,27,1,8,2,1,0,37,61,10,3,30.0,127,0
1,28,1,1,0,2,0,9,3,11,30,33.0,115,0
0,22,2,8,4,4,0,79,86,95,78,68.0,179,1
1,36,1,1,4,3,1,14,4,15,21,35.0,117,0
0,22,1,2,1,1,0,64,38,54,43,15.0,143,2
0,35,1,2,2,1,0,8,22,5,26,1.0,91,0
0,29,1,2,0,1,0,11,69,75,15,3.0,131,0
0,21,2,0,2,1,0,64,65,43,53,83.0,160,2
1,19,2,4,4,2,0,83,79,46,72,47.0,163,1
1,42,1,4,10,3,0,76,72,57,53,65.0,162,2
0,20,1,2,5,3,0,28,65,28,62,50.0,145,2
1,26,1,3,3,2,1,20,12,8,5,46.0,116,0
1,20,1,4,5,2,0,17,72,63,83,48.0,155,2
0,35,2,5,4,3,0,14,8,13,2,67.0,118,0
1,25,1,10,8,2,0,32,33,22,5,67.0,133,0
0,21,1,3,3,5,0,100,99,97,92,62.0,214,1
0,23,1,3,3,3,0,74,70,73,58,99.0,176,1
0,26,2,5,2,3,0,41,21,35,23,16.0,130,0
0,31,2,4,0,3,0,85,86,91,62,55.0,172,1
1,23,2,0,5,3,1,45,50,70,92,62.0,163,1
0,27,2,2,0,4,0,71,50,65,39,2.0,142,2
1,21,1,8,8,3,0,72,74,46,75,77.0,167,1
0,20,1,4,4,2,0,38,35,42,33,78.0,146,2
1,28,1,2,1,1,0,5,5,16,2,27.0,109,0
0,34,1,8,5,4,1,82,77,66,90,57.0,172,1
0,20,1,5,0,2,0,75,58,50,39,25.0,150,2
0,21,2,3,8,3,1,100,95,98,99,82.0,207,1
0,26,1,4,4,2,0,41,50,60,28,1.0,118,0
0,24,1,2,2,2,1,99,89,30,71,56.0,171,1
0,24,1,2,2,1,0,31,10,9,5,92.0,129,0
0,31,0,2,2,1,0,13,48,47,7,90.0,142,2
0,26,0,4,4,2,0,3,15,14,10,9.0,107,0
1,25,1,10,0,2,1,38,32,47,21,22.0,136,0
1,24,1,2,4,1,0,99,36,68,51,21.0,160,2
1,22,1,3,3,4,1,92,72,58,87,62.0,173,1
0,26,1,5,5,3,1,54,83,77,86,66.0,171,1
0,23,1,2,2,3,0,93,80,74,59,45.0,168,1
1,22,1,8,8,4,1,54,35,58,97,82.0,167,1
0,20,1,3,3,4,0,96,88,76,99,100.0,201,1
1,22,1,5,1,3,0,70,28,27,2,82.0,140,2
0,31,2,0,4,4,0,63,31,51,74,19.0,149,2
0,20,1,0,1,1,0,54,64,45,38,64.0,152,2
1,24,1,8,3,4,1,52,23,16,78,8.0,135,0
1,43,0,1,4,3,1,21,10,33,27,92.0,138,0
1,28,1,2,1,2,0,86,38,23,31,71.0,150,2
1,39,2,0,0,1,0,78,91,66,84,42.0,170,1
0,20,1,4,0,2,0,53,96,94,38,40.0,165,1
1,21,1,4,1,2,0,91,81,71,83,31.0,171,1
1,24,0,4,5,2,0,76,25,31,43,92.0,154,2
1,24,1,0,4,3,0,44,54,79,63,74.0,160,2
1,21,1,5,5,2,1,50,91,22,24,54.0,147,2
0,21,2,3,3,6,0,42,50,66,99,55.0,164,1
0,26,1,4,8,3,0,24,17,33,39,21.0,130,0
0,22,1,2,2,1,0,46,60,83,42,29.0,152,2
0,23,0,1,4,1,0,26,59,50,29,20.0,140,2
1,21,1,11,4,2,1,97,85,92,72,64.0,182,1
1,21,2,11,5,4,0,58,25,56,86,81.0,161,2
0,21,2,3,8,3,0,25,28,6,70,33.0,132,0
0,25,1,2,4,2,0,81,80,48,47,27.0,157,2
0,24,1,4,0,2,0,46,12,28,73,58.0,142,2
0,23,1,0,5,3,0,29,25,14,37,50.0,131,0
0,20,1,3,8,2,1,43,45,24,76,100.0,163,2
1,42,1,0,0,2,0,69,30,68,93,30.0,160,2
0,52,1,2,1,5,0,15,12,41,42,1.0,104,0
0,20,2,3,5,2,0,51,43,59,46,35.0,147,2
0,20,1,7,7,2,0,11,34,19,73,15.0,130,0
0,21,2,8,8,2,0,61,53,45,66,91.0,163,2
1,30,1,0,1,2,1,68,47,61,10,9.0,138,2
0,21,1,5,4,3,0,100,89,71,95,95.0,197,1
1,21,1,4,4,2,1,96,72,49,73,59.0,169,1
1,24,1,8,8,4,0,20,6,11,98,64.0,141,0
0,19,2,5,4,4,0,56,53,55,78,59.0,158,2
1,20,2,10,5,3,1,96,92,88,77,1.0,153,1
0,21,1,2,5,3,0,33,81,76,59,60.0,158,2
0,34,2,2,4,2,0,90,74,92,81,62.0,177,1
1,21,1,5,5,2,0,93,91,77,45,49.0,170,1
0,22,1,2,0,2,0,63,27,52,11,4.0,130,0
0,22,0,4,4,2,1,42,38,37,11,13.0,130,0
0,22,1,8,4,2,0,38,89,72,89,97.0,178,1
1,30,1,4,0,3,0,13,52,51,38,46.0,139,2
0,30,1,2,1,1,0,10,26,32,3,10.0,116,0
1,33,2,0,1,3,0,74,67,43,53,14.0,149,2
0,23,1,2,8,2,0,95,92,97,80,45.0,183,1
0,23,1,5,10,1,1,35,64,62,42,16.0,145,2
0,24,2,2,2,2,0,14,6,9,7,3.0,104,0
0,29,1,1,5,2,0,86,62,62,76,63.0,167,1
0,22,1,4,0,3,0,64,80,64,54,9.0,151,2
1,30,1,1,5,3,0,39,22,23,32,27.0,132,0
1,23,0,7,5,1,0,52,23,12,6,22.0,125,0
1,26,1,4,4,3,1,63,20,51,71,8.0,142,2
1,24,1,5,4,2,1,54,39,13,87,66.0,151,2
0,21,1,8,5,3,0,70,60,61,80,93.0,171,1
0,24,1,0,5,2,0,67,41,78,44,69.0,158,2
0,25,1,1,3,3,0,4,9,8,1,80.0,114,0
0,23,1,8,5,3,0,7,12,12,11,28.0,115,0
0,32,1,3,5,4,0,91,54,8,82,22.0,152,2
0,26,1,1,1,2,0,8,9,3,1,76.0,111,0
0,20,1,2,0,2,0,40,58,43,41,67.0,150,2
1,28,1,4,5,2,1,90,50,77,28,40.0,157,2
0,22,1,2,2,4,0,32,50,41,6,43.0,135,0
0,20,1,8,3,2,0,59,95,86,92,91.0,185,1
0,20,1,1,2,1,0,68,36,52,62,12.0,145,2
0,29,1,4,5,3,0,11,64,64,41,21.0,141,2
0,20,1,2,2,1,0,36,31,22,31,56.0,135,0
0,21,1,5,10,3,0,80,63,85,11,39.0,154,2
1,27,0,4,2,3,0,53,31,19,24,68.0,140,2
1,29,1,0,4,3,0,91,91,89,83,32.0,177,1
1,29,1,0,0,3,1,93,73,88,55,15.0,165,1
1,29,1,3,5,4,0,84,18,24,76,14.0,144,2
0,44,1,4,0,4,0,31,72,87,70,43.0,158,2
0,26,1,5,8,3,1,35,30,32,14,16.0,129,0
1,23,1,11,8,3,1,37,15,61,49,99.0,156,2
1,31,2,11,11,1,0,52,61,85,12,87.0,158,2
0,26,1,0,5,2,0,47,10,18,9,49.0,126,0
1,26,1,4,4,3,1,22,2,4,12,9.0,103,0
0,30,1,0,0,1,0,22,51,35,36,2.0,128,0
1,20,2,5,8,2,0,92,68,87,76,21.0,169,1
1,31,1,2,2,2,0,78,37,93,58,62.0,163,2
1,23,2,3,5,5,0,86,74,49,97,65.0,176,1
0,22,2,5,4,3,0,96,93,87,50,81.0,182,1
0,21,1,7,4,3,0,34,77,69,63,94.0,166,1
0,20,2,8,4,2,0,74,84,63,65,98.0,176,1
1,23,1,3,4,4,0,20,23,26,33,1.0,104,0
1,20,1,8,8,3,0,99,89,94,78,61.0,185,1
1,24,2,8,0,2,0,31,5,33,91,7.0,133,0
0,22,1,10,10,3,0,83,97,88,95,69.0,188,1
1,21,1,5,4,2,1,35,73,38,87,59.0,157,2
0,22,2,8,8,3,0,98,91,85,84,67.0,186,1
1,27,1,4,4,3,0,21,31,73,38,39.0,140,2
0,23,2,1,10,2,0,37,17,23,5,21.0,124,0
0,31,1,5,1,5,1,45,72,44,60,17.0,148,2
0,41,1,2,2,2,0,59,18,26,9,40.0,132,0
0,22,2,5,4,3,0,19,29,34,42,79.0,141,2
0,28,1,4,8,2,0,35,73,77,82,42.0,160,1
1,21,1,5,5,3,1,15,11,4,70,13.0,118,0
1,34,1,0,0,2,0,14,2,1,1,1.0,72,0
1,26,1,5,4,3,0,61,86,86,89,74.0,178,1
0,21,1,8,10,3,0,30,32,19,12,22.0,127,0
1,21,1,1,0,1,0,55,51,54,17,36.0,143,2
1,30,2,2,3,3,0,47,69,59,63,71.0,160,2
1,33,1,5,5,2,1,43,66,95,28,12.0,148,2
0,19,1,2,5,2,0,74,77,59,95,91.0,180,1
0,23,1,8,0,2,0,2,5,22,14,53.0,115,0
0,24,1,3,2,5,1,57,31,29,24,63.0,141,2
0,22,1,8,8,6,0,69,31,61,96,90.0,171,1
1,37,1,2,2,2,0,11,17,17,3,1.0,91,0
