ESTU_GENERO,EDAD,ESTU_COMOCAPACITOEXAMENSB11,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_TIENECONSOLAVIDEOJUEGOS,MOD_RAZONA_CUANTITATIVO_PNAL,MOD_LECTURA_CRITICA_PNAL,MOD_COMPETEN_CIUDADA_PNAL,MOD_INGLES_PNAL,MOD_COMUNI_ESCRITA_PNAL,PUNT_GLOBAL,GRUPO
1,26,1,0,7,6,0,74,84,91,98,53.0,180,1
1,40,0,2,2,2,0,26,17,57,7,3.0,121,0
1,25,1,5,0,2,0,80,48,47,54,22.0,152,2
0,31,1,2,0,2,0,52,74,67,48,12.0,148,2
0,30,1,2,2,1,0,14,30,26,31,4.0,121,0
1,21,1,4,4,1,0,64,61,56,44,45.0,152,2
0,29,1,4,5,3,0,72,86,72,85,64.0,173,1
0,39,0,1,4,2,0,39,55,63,33,57.0,148,2
0,32,1,1,5,2,0,71,90,79,72,66.0,173,1
1,20,1,3,3,2,1,88,78,42,82,19.0,163,1
1,21,1,5,5,2,1,75,57,61,28,49.0,152,2
1,26,1,0,2,2,1,50,28,79,57,33.0,149,2
1,20,1,8,4,2,0,39,84,77,68,37.0,159,1
1,21,1,4,4,3,0,48,14,2,4,6.0,109,0
1,21,1,4,8,4,0,67,74,64,34,77.0,161,2
0,20,1,1,8,6,1,48,88,70,93,65.0,173,1
0,27,1,2,2,2,0,35,43,36,69,27.0,144,2
1,21,1,2,0,2,0,40,86,83,94,65.0,173,1
1,29,1,1,2,1,0,6,48,69,75,47.0,146,2
0,37,0,2,1,3,1,21,5,24,6,40.0,118,0
0,21,1,7,8,3,0,44,60,71,55,95.0,164,2
0,22,1,9,4,1,0,65,98,82,40,50.0,166,1
0,23,1,2,2,3,0,64,16,53,22,82.0,148,2
0,32,2,0,2,2,0,5,10,6,5,23.0,108,0
1,20,1,8,8,6,1,94,89,80,96,72.0,188,1
0,19,2,8,5,3,1,63,94,86,85,91.0,183,1
0,23,1,8,5,3,0,6,24,8,9,46.0,116,0
0,22,1,4,4,1,0,28,26,63,4,25.0,131,0
0,21,1,8,5,2,0,68,89,59,62,64.0,165,1
0,23,2,8,8,3,0,78,79,82,97,84.0,184,1
1,22,1,2,0,2,0,2,3,2,33,34.0,106,0
1,27,1,10,0,4,0,67,27,38,27,73.0,147,2
0,22,1,5,4,3,0,11,49,46,71,36.0,143,2
0,39,1,4,2,3,0,1,33,11,17,16.0,112,0
0,30,1,2,1,3,0,63,70,66,4,50.0,147,2
1,41,1,4,4,4,1,47,27,18,33,34.0,133,0
0,21,1,4,0,2,0,64,46,89,30,25.0,152,2
0,21,0,7,0,3,0,50,63,83,99,11.0,163,1
1,21,0,8,8,3,1,71,86,73,74,18.0,164,1
0,29,0,2,2,2,0,55,36,42,72,12.0,143,2
0,35,1,10,4,3,1,50,56,96,53,39.0,158,2
0,27,2,1,4,3,0,52,67,92,74,84.0,172,1
0,40,2,2,2,1,0,68,81,77,4,19.0,149,2
1,22,0,8,4,1,0,34,71,76,37,70.0,156,2
1,20,2,5,8,3,0,71,86,75,92,68.0,177,1
1,26,1,5,5,3,0,89,93,81,87,82.0,186,1
0,23,0,3,3,4,1,72,63,81,96,89.0,180,1
1,29,2,2,2,2,0,79,18,16,37,95.0,150,2
0,22,1,4,10,3,0,74,87,78,90,97.0,185,1
0,22,2,5,4,3,0,9,26,25,40,2.0,119,0
0,27,2,0,0,4,0,68,96,98,63,81.0,181,1
1,28,1,2,2,1,0,50,55,88,26,14.0,146,2
0,23,1,0,2,2,0,83,27,69,48,4.0,144,2
1,25,2,0,2,2,1,76,91,77,34,34.0,162,2
0,24,1,6,6,2,0,41,39,60,34,38.0,143,2
1,20,0,8,8,5,1,38,23,68,98,16.0,153,2
0,34,1,4,4,5,0,1,8,21,4,33.0,110,0
0,28,1,2,2,2,0,36,13,12,38,15.0,124,0
0,22,0,8,4,2,0,1,2,3,3,4.0,86,0
1,37,1,0,0,3,1,70,89,99,16,78.0,171,1
1,41,1,1,1,3,0,37,19,9,16,1.0,98,0
1,24,1,4,0,3,0,95,95,59,54,41.0,170,1
1,25,0,5,3,4,1,84,93,66,96,1.0,151,1
0,34,1,2,6,1,0,23,49,36,9,63.0,136,0
0,22,1,3,3,5,0,99,97,96,97,92.0,204,1
1,22,2,0,5,2,0,13,8,2,18,43.0,112,0
0,21,1,1,0,1,0,3,3,8,18,2.0,99,0
0,21,2,3,3,5,1,90,97,97,98,90.0,200,1
1,33,2,2,1,3,1,57,14,27,25,37.0,134,0
1,23,1,4,4,2,0,82,42,23,41,76.0,153,2
1,37,1,2,4,3,1,55,83,74,69,45.0,162,1
0,21,1,7,4,3,0,55,48,59,59,79.0,158,2
0,27,1,2,1,1,0,24,44,36,8,16.0,129,0
0,29,2,7,5,5,1,35,89,77,83,57.0,165,1
1,21,1,2,8,1,0,68,56,63,50,10.0,147,2
0,24,1,5,7,3,1,82,95,92,51,71.0,177,1
0,23,1,8,4,4,1,4,2,2,55,5.0,102,0
1,26,1,2,4,4,0,15,46,21,12,62.0,131,0
1,21,2,0,5,1,0,69,17,18,16,34.0,133,0
0,32,1,4,1,2,0,45,31,40,20,61.0,140,2
0,19,1,8,8,3,0,54,43,45,79,89.0,162,2
0,26,1,10,0,2,0,65,99,93,78,73.0,183,1
1,22,1,5,5,5,1,33,28,51,78,69.0,152,2
0,32,1,2,2,5,1,22,8,32,17,61.0,128,0
0,38,1,2,0,2,0,31,31,6,59,28.0,130,0
1,25,1,2,0,1,0,53,41,32,38,71.0,147,2
1,21,2,2,0,2,0,78,96,99,77,57.0,181,1
0,31,2,8,1,3,1,40,35,20,16,16.0,129,0
0,19,1,11,4,3,1,15,68,54,62,52.0,147,2
0,26,2,7,5,3,1,37,67,82,97,22.0,164,1
0,27,1,4,8,2,0,5,41,24,56,75.0,138,2
1,24,2,2,1,2,0,78,3,35,71,9.0,136,2
0,20,0,1,8,3,0,2,2,10,6,77.0,112,0
1,28,1,1,1,2,1,53,19,55,20,34.0,138,2
0,25,1,0,1,1,0,6,45,37,9,53.0,129,0
0,21,1,4,4,1,0,70,47,92,60,43.0,161,2
0,22,1,4,4,2,0,64,25,91,50,36.0,153,2
1,21,2,8,10,5,0,92,43,65,73,61.0,165,1
1,23,2,6,6,1,0,32,24,5,29,33.0,124,0
0,20,0,11,8,4,0,80,72,94,92,90.0,185,1
1,22,1,7,7,2,0,50,81,40,51,1.0,125,2
1,27,1,8,7,3,1,85,76,99,80,64.0,181,1
0,20,1,5,4,2,0,66,86,98,81,93.0,185,1
1,22,1,4,4,3,1,58,70,55,42,61.0,154,2
0,24,1,8,4,1,0,13,5,5,18,25.0,111,0
1,21,0,5,8,3,0,68,68,58,49,57.0,156,2
0,32,1,0,2,2,0,14,2,19,23,5.0,109,0
1,21,0,8,5,2,0,11,77,51,61,63.0,149,2
1,22,0,8,8,3,1,93,56,97,100,88.0,193,1
0,20,1,1,8,3,1,24,41,60,35,16.0,137,2
0,54,2,2,2,4,0,2,48,49,95,23.0,144,2
0,30,1,1,2,2,0,19,9,20,50,3.0,118,0
0,25,1,4,0,1,0,15,26,13,1,29.0,114,0
1,23,1,3,3,2,1,41,65,92,92,8.0,159,1
0,20,1,8,5,2,0,53,45,49,37,50.0,146,2
1,25,1,3,7,4,1,11,8,5,76,61.0,127,0
1,25,1,4,4,2,0,75,50,25,57,36.0,149,2
1,25,1,4,4,2,1,60,58,20,16,10.0,132,0
0,21,1,2,2,2,0,61,48,52,36,98.0,161,2
0,28,0,7,3,3,1,77,70,81,87,28.0,168,1
0,21,0,3,5,2,0,26,34,39,56,24.0,138,0
0,20,1,3,8,2,0,74,43,67,58,67.0,160,2
1,22,1,4,4,1,0,63,74,100,66,13.0,165,1
1,20,1,0,5,2,0,19,48,46,14,76.0,141,2
0,44,1,1,1,3,0,13,49,24,23,72.0,137,0
1,21,1,6,6,1,0,96,58,60,66,33.0,164,1
1,21,0,4,4,2,1,38,33,4,33,37.0,127,0
1,25,1,5,1,3,0,99,79,95,66,88.0,188,1
1,32,1,4,4,2,0,36,69,71,72,59.0,158,2
0,22,1,7,3,3,1,41,69,71,77,83.0,166,1
0,20,1,2,2,1,0,53,68,53,57,19.0,151,2
0,22,1,8,4,5,0,9,15,7,11,20.0,113,0
0,21,1,1,4,1,0,14,16,15,16,63.0,124,0
1,43,0,1,2,2,0,46,26,43,8,51.0,135,0
1,28,2,1,1,1,0,24,11,68,6,73.0,136,2
0,21,0,10,4,1,0,78,56,53,79,96.0,172,1
1,26,1,4,4,1,0,3,3,26,13,1.0,102,0
0,23,2,0,4,2,0,30,22,9,38,4.0,119,0
0,22,1,2,1,1,0,45,49,65,32,1.0,120,2
0,21,1,8,8,4,1,98,95,92,94,97.0,201,1
1,21,0,5,5,2,0,84,71,48,80,86.0,172,1
0,21,0,3,3,3,1,86,75,54,100,77.0,183,1
0,22,2,5,5,2,0,5,9,16,4,1.0,86,0
1,44,1,0,1,3,0,92,67,99,60,70.0,179,1
0,26,1,11,2,2,0,47,55,87,26,69.0,156,2
0,21,1,3,5,3,1,20,89,81,81,68.0,166,1
0,22,0,4,7,5,1,84,49,73,91,74.0,173,1
1,41,1,2,2,2,0,69,41,79,15,72.0,154,2
0,20,1,2,2,1,0,99,99,89,49,91.0,191,1
0,31,1,9,2,2,0,31,14,18,9,3.0,114,0
0,29,2,4,10,4,0,36,76,88,91,42.0,166,1
0,38,2,2,0,3,0,1,10,6,14,18.0,105,0
0,24,2,5,4,3,0,84,64,51,69,60.0,162,1
1,21,1,2,2,1,0,90,81,70,48,9.0,157,2
0,31,1,1,1,3,0,22,6,11,22,7.0,112,0
1,21,1,0,0,2,0,98,29,54,77,5.0,155,2
1,24,2,0,4,2,0,97,94,95,77,27.0,182,1
1,24,1,2,2,2,0,42,52,48,51,52.0,148,2
1,25,2,4,5,4,1,72,40,61,67,41.0,155,2
0,23,1,11,0,2,0,3,9,5,2,18.0,103,0
0,35,2,7,5,3,0,66,75,58,52,10.0,149,2
0,36,1,1,2,2,0,5,1,1,6,46.0,99,0
1,20,1,3,8,4,1,23,39,50,68,27.0,143,2
1,37,1,0,0,3,1,72,64,57,37,23.0,151,2
1,21,1,8,7,3,0,92,90,88,95,34.0,182,1
0,20,1,4,8,3,0,71,70,73,86,81.0,173,1
0,20,2,10,3,3,1,25,97,81,70,39.0,163,1
0,28,0,5,5,2,0,16,50,53,2,16.0,127,0
1,21,0,3,4,5,1,99,86,81,96,51.0,186,1
1,30,1,1,0,1,0,33,43,33,9,55.0,135,0
0,23,1,5,4,3,0,90,63,89,58,9.0,159,2
1,25,1,9,5,4,1,84,59,69,75,36.0,163,1
0,24,1,4,0,3,0,80,76,52,35,49.0,157,2
0,21,2,8,8,6,0,97,76,94,100,80.0,210,1
1,19,1,5,8,3,0,59,66,65,59,50.0,156,2
1,29,2,4,4,2,0,92,86,83,69,59.0,174,1
1,30,1,2,2,2,0,7,5,7,6,12.0,102,0
0,20,1,2,1,2,0,92,78,73,74,4.0,161,1
0,23,1,1,5,2,0,83,19,52,56,13.0,144,2
1,21,2,8,8,3,1,75,61,87,69,68.0,169,1
1,32,2,4,5,2,0,63,29,79,66,3.0,144,2
1,29,1,2,4,2,0,62,64,63,40,12.0,147,2
0,22,1,3,3,3,1,83,88,96,87,81.0,186,1
0,23,0,4,3,2,0,65,70,84,43,70.0,164,1
1,25,1,2,1,2,0,9,31,32,23,77.0,135,0
0,22,1,7,8,5,0,79,75,85,70,64.0,171,1
0,35,1,4,5,3,0,53,70,85,59,11.0,153,2
0,21,2,2,0,1,0,90,60,33,10,28.0,146,2
0,23,1,1,3,4,0,36,29,80,63,77.0,155,2
1,21,0,5,4,1,0,99,63,79,64,53.0,173,1
0,20,1,4,4,3,0,39,58,54,65,57.0,152,2
0,21,0,4,4,1,0,20,21,31,19,40.0,128,0
0,40,1,2,2,3,1,9,10,10,29,13.0,112,0
0,21,1,2,4,2,0,89,87,16,50,72.0,162,2
0,22,1,0,1,2,0,29,27,82,29,4.0,133,2
1,26,2,1,4,1,0,68,37,37,60,39.0,148,2
1,28,1,2,2,4,0,43,52,70,25,34.0,145,2
1,41,2,0,0,3,1,76,92,100,83,53.0,182,1
1,26,1,5,0,3,1,69,62,84,38,1.0,130,2
0,38,1,2,2,1,0,18,7,10,2,55.0,114,0
1,27,0,10,0,3,0,62,32,45,60,20.0,146,2
0,22,1,4,4,3,1,78,48,62,64,81.0,165,1
0,20,2,6,0,4,0,32,19,33,23,17.0,128,0
0,21,1,2,4,1,0,71,95,78,62,44.0,168,1
0,25,1,7,0,3,0,94,93,91,71,50.0,178,1
0,29,1,2,1,1,0,31,14,17,6,1.0,96,0
0,24,2,5,5,1,0,50,36,7,4,29.0,124,0
0,24,1,4,4,2,0,15,70,67,49,37.0,146,2
0,19,1,4,4,2,0,89,39,58,62,48.0,158,2
1,21,1,8,7,3,1,77,64,78,82,29.0,165,1
0,21,2,4,4,2,0,59,62,48,35,44.0,149,2
1,21,1,2,5,2,0,95,73,85,83,52.0,176,1
0,25,1,4,8,2,1,80,76,58,75,97.0,177,1
1,33,1,2,2,2,1,32,6,34,53,27.0,132,0
1,26,0,8,5,1,0,24,29,20,24,71.0,135,0
1,40,1,2,1,3,0,75,61,47,34,33.0,151,2
1,32,1,2,0,3,0,49,81,84,53,1.0,133,2
0,20,1,2,4,2,0,64,99,95,100,49.0,202,1
0,22,1,2,0,1,0,11,73,23,30,26.0,134,0
0,23,2,2,0,3,0,44,13,37,2,33.0,126,0
1,22,1,3,8,5,1,84,48,87,94,1.0,145,1
0,26,1,4,4,4,0,5,22,3,11,13.0,106,0
0,20,1,5,5,3,0,45,21,67,45,30.0,143,2
0,20,2,4,0,2,0,29,23,25,47,49.0,135,0
0,20,1,8,5,3,1,54,96,67,98,67.0,179,1
0,20,0,2,4,5,1,94,91,96,93,24.0,184,1
1,28,2,3,4,6,0,96,74,79,84,99.0,190,1
0,32,2,10,8,1,0,8,4,6,20,1.0,101,0
0,25,2,1,2,1,0,11,6,5,14,63.0,115,0
0,37,1,0,0,3,0,32,79,62,27,65.0,152,2
1,27,2,5,8,3,0,37,81,90,88,71.0,172,1
1,24,1,1,1,1,0,20,20,57,13,15.0,127,0
1,21,1,0,2,1,0,48,27,24,32,45.0,136,0
0,22,2,2,2,1,0,56,29,23,8,79.0,140,2
1,37,2,5,5,3,0,95,92,92,92,89.0,194,1
1,25,1,0,4,3,1,25,10,10,48,53.0,127,0
0,23,1,5,5,3,1,57,70,48,60,83.0,162,2
0,23,0,8,8,5,1,64,39,39,79,90.0,162,2
0,24,1,2,6,2,0,44,47,53,47,58.0,148,2
0,20,1,5,5,3,0,12,25,21,58,11.0,125,0
1,26,1,2,0,1,0,24,22,61,50,32.0,139,2
0,26,1,8,0,2,0,38,46,54,34,26.0,142,2
0,22,1,7,7,6,0,5,4,3,74,42.0,117,0
1,21,1,4,5,4,0,79,63,37,85,61.0,163,1
0,22,1,7,7,3,0,3,2,24,9,1.0,99,0
0,21,2,0,7,1,0,47,37,32,49,34.0,141,2
0,30,1,3,4,2,1,54,73,55,21,1.0,122,2
0,20,1,6,0,3,0,88,72,65,36,30.0,158,2
0,27,1,3,5,3,1,7,16,33,33,84.0,135,0
0,23,2,8,3,6,1,81,99,97,93,100.0,205,1
0,21,1,4,4,3,1,91,64,49,74,40.0,163,1
1,25,1,5,2,1,0,30,1,3,11,7.0,101,0
0,24,1,2,2,2,0,44,52,47,23,77.0,149,2
0,23,1,5,5,3,1,10,13,32,50,2.0,119,0
0,22,2,11,4,3,0,13,4,17,78,3.0,119,0
1,29,1,2,0,3,0,68,31,89,30,17.0,148,2
0,21,0,1,1,2,0,42,63,48,23,75.0,150,2
0,20,1,7,5,3,0,52,37,76,88,90.0,168,1
0,23,2,5,4,2,0,86,66,59,84,20.0,164,1
1,24,1,8,8,3,0,27,52,46,76,72.0,154,2
0,22,1,7,5,3,1,44,31,27,53,23.0,138,0
0,18,1,4,8,3,0,52,31,69,52,72.0,154,2
1,29,1,0,10,3,0,79,62,89,84,56.0,171,1
0,24,1,10,0,2,0,33,57,42,61,26.0,145,2
1,23,1,3,8,3,1,85,98,92,65,99.0,192,1
1,21,1,4,8,1,1,17,9,3,3,7.0,102,0
0,23,1,6,4,3,0,71,38,50,32,33.0,146,2
1,31,1,2,2,2,0,16,22,19,27,3.0,117,0
0,21,2,5,2,3,0,88,77,77,74,22.0,167,1
0,26,2,1,0,3,0,90,62,79,63,97.0,178,1
1,25,1,4,8,2,0,17,17,34,9,61.0,128,0
1,20,1,11,5,1,0,63,53,89,45,46.0,157,2
1,27,1,2,2,1,0,98,53,87,68,1.0,144,2
0,24,0,0,4,2,0,14,34,18,48,38.0,131,0
1,42,1,1,4,3,0,29,47,72,13,75.0,147,2
0,20,1,1,4,2,0,18,18,1,17,42.0,115,0
1,26,1,2,4,3,0,99,97,100,89,100.0,227,1
1,45,2,2,0,4,0,26,26,19,4,8.0,117,0
0,21,1,2,1,2,0,47,13,7,16,29.0,122,0
0,21,1,1,0,1,0,32,68,39,11,70.0,145,2
0,37,1,0,4,2,0,16,25,39,30,20.0,130,0
0,20,0,9,5,1,0,50,84,83,33,88.0,166,1
1,22,2,6,2,1,0,50,22,50,16,30.0,136,0
0,22,1,5,4,4,1,31,50,73,63,1.0,124,2
0,24,1,0,5,2,0,38,98,82,52,6.0,154,2
0,24,1,2,4,2,1,48,27,9,21,75.0,135,0
1,19,1,5,4,1,0,8,10,26,8,1.0,105,0
0,21,1,0,0,2,0,19,3,16,46,74.0,129,0
1,20,2,7,5,2,0,96,48,72,97,97.0,187,1
0,23,1,5,7,3,1,12,29,34,81,61.0,142,2
1,23,2,2,4,2,1,100,88,81,74,62.0,184,1
1,25,2,5,3,1,0,87,96,95,78,25.0,179,1
1,37,1,11,4,4,1,60,53,40,23,61.0,146,2
1,29,1,8,0,2,0,17,35,6,4,59.0,120,0
0,25,0,5,8,1,0,15,4,5,11,14.0,106,0
0,23,2,9,4,3,0,80,71,60,32,59.0,157,2
0,38,1,9,5,2,0,30,42,50,12,26.0,135,0
1,33,0,4,4,3,0,6,8,12,34,82.0,125,0
0,29,1,2,5,1,0,73,40,17,18,56.0,139,2
1,21,1,4,4,3,0,36,19,5,21,54.0,124,0
1,19,2,8,5,2,0,1,1,5,43,17.0,102,0
0,19,1,5,5,2,0,48,23,11,44,1.0,106,0
1,35,1,9,2,3,0,47,67,61,89,96.0,173,1
0,21,1,3,3,6,1,65,86,98,99,64.0,185,1
1,21,2,4,4,3,0,65,88,95,81,77.0,180,1
0,29,1,2,2,2,0,9,14,44,5,28.0,121,0
0,27,2,4,5,2,0,40,58,29,77,58.0,151,2
1,21,1,11,7,4,0,38,67,68,76,96.0,168,1
1,25,1,2,2,1,0,27,14,56,46,1.0,111,0
1,22,1,11,11,3,0,35,13,15,24,52.0,127,0
1,21,1,5,8,4,0,94,74,93,78,30.0,174,1
0,24,1,4,2,1,0,43,41,16,44,65.0,142,2
1,21,0,6,5,1,0,25,10,11,9,53.0,120,0
0,21,2,8,3,5,1,86,69,71,95,95.0,184,1
1,21,1,2,1,2,0,82,82,79,93,78.0,181,1
0,31,1,0,0,2,1,52,32,26,38,50.0,139,2
0,20,2,4,3,2,1,49,81,73,83,83.0,171,1
0,23,2,4,8,3,0,60,31,85,25,98.0,161,2
1,21,0,4,5,3,0,64,65,69,24,26.0,150,2
0,25,1,4,4,3,0,36,60,46,28,74.0,149,2
0,21,1,3,8,3,0,100,96,97,98,80.0,205,1
0,27,2,3,3,5,1,92,51,95,100,93.0,206,1
0,31,1,2,2,0,0,91,81,58,82,55.0,171,1
0,29,1,3,10,4,0,4,2,4,72,76.0,122,0
1,21,0,0,7,2,0,12,55,13,76,68.0,143,2
0,28,1,10,8,3,0,75,81,93,61,64.0,172,1
1,21,2,4,5,3,0,78,97,98,83,69.0,187,1
0,28,1,2,2,2,0,3,7,9,4,43.0,108,0
0,25,2,2,4,3,0,2,28,17,29,54.0,123,0
0,41,2,0,1,3,0,4,17,39,16,7.0,115,0
0,22,1,8,0,2,0,44,62,87,40,71.0,159,2
0,21,2,5,8,3,0,60,81,100,89,71.0,183,1
1,32,2,2,2,3,0,50,24,72,38,9.0,138,2
1,29,2,4,5,3,0,87,91,96,95,69.0,189,1
1,34,1,8,8,3,0,2,14,4,7,2.0,98,0
0,21,1,2,0,2,0,80,82,84,59,79.0,174,1
0,21,1,4,1,2,0,23,8,5,21,19.0,115,0
0,43,2,4,4,2,0,91,43,81,55,85.0,170,1
1,32,2,1,1,2,1,55,3,37,22,4.0,121,0
0,26,2,0,2,1,0,10,10,6,57,37.0,121,0
0,22,2,2,2,1,0,48,34,33,5,58.0,134,0
0,27,2,1,4,3,1,76,53,42,57,58.0,155,2
1,32,1,2,1,3,0,83,56,48,22,40.0,150,2
1,23,1,4,1,1,0,54,45,40,26,57.0,143,2
0,24,2,2,4,2,0,16,22,5,14,39.0,117,0
0,21,0,5,3,3,0,53,65,77,67,82.0,166,1
0,26,1,7,4,4,0,1,36,25,37,6.0,117,0
1,24,1,2,2,2,0,20,35,25,29,68.0,137,0
1,33,1,3,4,3,0,95,79,82,79,18.0,172,1
1,23,1,5,5,2,0,72,9,7,64,42.0,135,2
0,21,2,5,8,5,1,93,83,85,96,85.0,190,1
0,30,1,5,0,1,0,40,46,50,53,50.0,146,2
0,21,1,4,5,2,0,38,75,88,100,94.0,183,1
1,21,1,4,8,1,0,24,9,15,19,5.0,114,0
0,44,2,0,4,1,0,17,12,5,29,4.0,110,0
1,48,0,4,3,3,0,8,29,16,2,10.0,111,0
1,45,1,4,4,4,0,4,9,28,48,7.0,117,0
0,26,1,8,8,5,1,81,62,55,93,89.0,176,1
0,21,1,2,4,3,0,41,27,27,48,70.0,143,2
0,21,1,4,4,2,0,22,51,71,57,21.0,145,2
0,26,1,0,0,3,1,16,26,20,53,66.0,136,0
1,25,1,4,5,1,0,82,28,92,62,48.0,160,2
0,20,2,8,5,2,0,97,96,71,89,27.0,181,1
1,30,1,4,4,2,0,10,3,6,32,20.0,112,0
0,26,1,7,5,3,1,86,81,69,83,36.0,170,1
1,26,1,5,5,5,1,85,38,50,66,16.0,152,2
0,20,1,1,8,2,0,68,69,67,51,49.0,158,2
0,28,1,2,1,3,1,52,78,66,76,80.0,167,1
1,21,1,8,5,3,1,87,47,60,84,70.0,169,1
1,24,0,8,8,6,1,95,95,100,99,98.0,210,1
0,37,1,0,0,1,0,6,6,14,2,1.0,84,0
0,21,1,7,4,3,0,97,66,99,84,1.0,156,1
0,27,1,2,2,2,0,20,71,37,21,4.0,130,0
0,27,1,0,2,4,0,32,14,32,5,9.0,119,0
0,33,1,7,2,3,0,19,11,34,11,28.0,124,0
0,20,0,4,0,1,0,35,64,56,73,64.0,157,2
1,21,1,8,8,3,1,32,31,35,25,18.0,132,0
0,24,0,1,1,2,0,5,5,16,10,14.0,108,0
0,27,1,1,4,2,0,27,6,32,35,82.0,136,0
0,31,1,2,2,2,0,28,51,37,8,14.0,129,0
0,21,1,5,10,2,0,77,50,77,74,48.0,162,1
1,32,1,2,2,1,0,3,16,12,25,21.0,115,0
1,28,1,3,5,2,0,77,95,58,82,100.0,203,1
0,21,2,8,8,5,1,69,83,64,96,36.0,170,1
0,34,1,1,1,2,0,10,2,12,3,33.0,108,0
0,24,1,2,2,2,0,66,61,49,26,22.0,146,2
0,38,1,1,0,3,1,10,7,16,34,18.0,117,0
0,36,1,0,0,1,0,56,77,76,4,87.0,157,2
0,33,1,1,1,2,0,23,6,14,16,1.0,93,0
1,21,1,1,0,1,0,83,72,43,17,53.0,152,2
1,30,1,11,2,3,0,39,23,27,59,26.0,138,0
1,22,1,0,8,4,1,63,73,55,87,83.0,171,1
0,38,2,6,2,2,1,56,35,93,47,7.0,146,2
1,26,2,5,0,3,1,73,82,63,85,43.0,167,1
0,20,1,5,4,2,0,64,97,94,96,82.0,189,1
0,28,0,2,0,3,0,5,11,4,2,7.0,98,0
0,25,2,4,7,3,0,76,80,90,65,46.0,168,1
0,21,1,1,1,2,0,80,90,57,84,35.0,169,1
0,22,0,1,5,1,0,39,23,65,70,5.0,139,2
1,25,2,0,8,2,1,97,97,88,81,43.0,182,1
0,23,1,3,8,2,0,91,42,89,66,67.0,170,1
0,43,1,10,2,3,1,41,4,22,85,20.0,136,0
0,21,2,0,4,2,0,86,77,76,81,82.0,178,1
0,22,2,8,11,3,0,6,61,76,64,22.0,145,2
0,22,1,2,2,1,0,18,16,24,35,21.0,126,0
0,22,1,7,10,1,0,78,100,93,59,69.0,181,1
0,22,1,4,1,2,0,5,6,1,57,1.0,98,0
0,21,1,8,4,2,0,8,21,17,11,1.0,93,0
1,54,2,1,2,4,0,35,23,66,50,15.0,138,2
0,27,2,4,4,1,0,19,32,16,11,8.0,118,0
0,20,1,8,8,4,0,55,70,65,84,50.0,162,1
1,30,1,4,4,3,1,28,16,72,100,93.0,181,1
1,20,2,8,8,4,1,86,94,92,83,76.0,185,1
0,22,1,4,4,2,0,12,12,14,31,32.0,121,0
0,20,1,2,0,1,0,57,24,28,34,57.0,140,2
0,20,1,4,0,1,0,43,74,83,32,79.0,160,2
1,26,1,8,7,3,0,54,42,40,66,39.0,148,2
1,31,1,10,4,3,0,10,1,2,19,2.0,91,0
0,21,1,1,0,3,0,33,65,29,41,47.0,142,2
0,25,1,5,5,1,0,17,16,52,26,37.0,131,0
0,23,2,0,5,3,0,44,73,51,76,95.0,167,1
1,20,1,8,8,3,1,53,55,35,38,16.0,141,2
1,24,1,2,0,2,1,49,27,25,29,83.0,143,2
1,21,0,2,5,1,0,61,24,53,26,24.0,140,2
1,19,0,11,4,2,0,79,91,91,84,64.0,180,1
1,25,0,4,8,5,1,70,78,66,90,84.0,176,1
0,21,1,5,5,2,0,34,52,64,84,71.0,160,2
1,21,1,4,5,2,0,68,6,3,52,33.0,128,0
0,20,2,3,1,4,1,14,49,39,58,55.0,142,2
0,18,1,2,3,3,0,13,1,9,23,77.0,115,0
1,23,1,11,4,2,0,60,53,56,23,49.0,147,2
1,23,2,10,4,3,1,90,86,91,86,81.0,185,1
1,23,1,1,1,2,0,75,94,95,78,42.0,176,1
1,35,1,0,0,2,0,34,18,11,4,26.0,120,0
0,21,1,3,5,4,1,62,56,23,83,55.0,153,2
0,20,1,0,4,3,0,74,99,87,93,76.0,187,1
1,25,1,4,4,2,1,1,2,3,26,7.0,95,0
0,20,0,8,8,4,1,47,20,54,54,64.0,147,2
1,20,0,1,1,3,1,29,25,20,5,25.0,124,0
0,27,2,4,10,3,1,71,83,76,85,48.0,169,1
0,26,2,1,0,1,0,31,22,10,28,30.0,126,0
1,22,1,4,4,1,0,77,67,66,17,74.0,159,2
1,28,1,10,10,5,1,61,59,61,7,47.0,145,2
1,20,1,5,5,3,0,72,48,31,34,71.0,151,2
0,22,0,8,5,3,0,49,28,28,36,72.0,144,2
0,24,1,0,3,3,1,27,44,37,19,99.0,150,2
1,29,1,4,5,3,0,38,66,38,4,15.0,133,0
0,46,1,2,2,2,0,10,8,10,19,82.0,124,0
0,23,1,3,3,4,0,78,61,90,99,78.0,183,1
0,31,1,4,2,2,0,10,53,40,45,60.0,140,2
1,22,1,3,3,6,1,84,85,73,91,51.0,174,1
1,28,1,10,4,3,1,78,56,58,77,53.0,162,1
0,19,1,4,4,2,0,49,61,19,64,68.0,151,2
1,20,2,2,8,2,0,84,41,50,55,46.0,154,2
0,22,2,4,5,4,1,14,94,86,95,40.0,167,1
0,20,1,8,8,2,0,63,42,38,34,64.0,148,2
0,22,1,0,5,4,0,10,75,57,90,30.0,153,2
0,49,1,8,1,3,0,7,9,17,8,63.0,119,0
