MOD_RAZONA_CUANTITATIVO_PNAL,MOD_LECTURA_CRITICA_PNAL,MOD_COMPETEN_CIUDADA_PNAL,MOD_INGLES_PNAL,MOD_COMUNI_ESCRITA_PNAL,PUNT_GLOBAL,id_unico
32,41,30,59,11.0,135,73268
50,35,28,20,56.0,138,126976
98,90,95,99,87.0,201,64447
43,39,24,43,56.0,140,199200
96,84,86,92,82.0,189,116993
65,88,77,95,73.0,179,224759
91,94,67,95,22.0,177,34796
18,10,25,46,12.0,123,194241
3,32,15,30,1.0,111,189761
20,47,37,13,16.0,129,191233
57,57,63,74,51.0,157,136391
6,21,2,81,15.0,121,164441
35,65,62,60,40.0,151,53723
31,5,46,34,19.0,129,74615
44,1,2,46,6.0,109,12471
100,100,100,100,100.0,254,189996
43,57,16,23,27.0,135,58477
47,71,70,73,17.0,155,122319
98,96,86,100,19.0,204,181056
46,1,4,13,60.0,114,43393
8,28,23,26,24.0,124,75301
95,83,87,89,78.0,186,81619
65,69,63,92,61.0,168,37230
91,98,93,69,40.0,179,230841
73,60,45,88,14.0,156,33352
68,78,57,46,33.0,155,115947
88,93,55,72,11.0,163,159496
64,78,39,82,1.0,133,136789
52,47,55,50,53.0,149,145897
82,69,45,29,79.0,160,103971
13,4,6,3,23.0,107,214777
88,75,70,74,87.0,177,217196
72,76,72,59,86.0,170,22894
32,44,17,74,61.0,144,222756
58,42,76,48,91.0,162,125410
82,59,80,86,65.0,172,101550
98,89,99,70,1.0,157,224785
79,55,7,74,64.0,152,26729
36,77,84,90,30.0,164,151100
2,16,6,13,34.0,111,189133
39,51,67,12,22.0,140,113015
22,82,67,60,46.0,153,235096
39,34,46,8,1.0,124,180266
27,15,3,43,57.0,124,29235
57,36,42,75,10.0,143,34699
77,61,62,32,16.0,149,3023
55,61,53,67,74.0,160,84491
59,55,20,63,13.0,141,110604
71,58,38,91,71.0,166,226800
41,13,35,43,30.0,135,160012
24,11,7,9,27.0,116,227713
61,39,45,21,15.0,137,127815
15,30,50,50,49.0,138,11376
15,1,10,26,24.0,111,192486
9,9,4,72,3.0,113,123289
68,38,30,67,26.0,147,197396
99,82,98,85,93.0,196,127783
19,5,3,18,3.0,103,63701
89,37,60,30,18.0,149,70659
3,7,9,65,6.0,111,217687
4,16,18,19,28.0,118,132432
44,14,1,37,16.0,116,173507
69,35,37,64,66.0,154,155163
31,8,3,3,6.0,105,182718
25,28,63,67,58.0,146,238898
67,23,13,49,25.0,137,83140
66,82,55,34,22.0,152,131004
10,3,4,9,7.0,100,105346
20,47,78,31,16.0,139,72838
99,95,90,86,78.0,194,211813
24,40,29,31,1.0,108,155066
38,36,65,12,66.0,144,167370
94,86,87,92,80.0,188,203725
32,4,13,21,14.0,116,173260
22,50,71,8,49.0,139,232871
93,75,79,60,93.0,178,173844
3,58,81,17,62.0,139,182812
15,59,47,80,84.0,157,212461
71,64,62,55,43.0,157,225933
37,35,12,33,74.0,138,61661
16,22,13,35,24.0,124,160431
6,81,88,50,46.0,150,202214
58,54,28,34,21.0,141,240642
39,5,1,1,10.0,101,97257
47,65,75,5,10.0,138,194647
46,71,62,44,87.0,161,167830
68,54,53,88,46.0,161,170775
72,65,78,91,69.0,174,123558
7,24,72,18,8.0,125,135069
33,27,21,29,6.0,124,65592
65,65,41,55,17.0,149,68167
57,32,58,65,86.0,159,43855
54,88,74,50,60.0,162,62216
93,68,98,70,100.0,191,156787
67,87,85,71,88.0,177,40305
60,46,76,20,1.0,121,91147
77,99,92,80,10.0,172,45236
46,59,77,54,72.0,159,20499
84,90,94,100,94.0,211,36105
40,18,34,76,17.0,139,58707
11,6,20,4,26.0,113,186855
17,58,50,52,53.0,144,547
96,83,82,67,45.0,174,18595
64,6,37,19,26.0,132,123066
76,99,99,93,97.0,200,227786
57,70,42,70,71.0,161,189041
17,12,14,6,68.0,123,163262
48,51,67,55,30.0,150,159346
59,93,92,61,84.0,176,155174
11,19,34,21,21.0,124,61888
70,79,41,70,72.0,164,159690
82,60,56,87,61.0,167,228459
16,78,72,86,80.0,164,219828
11,2,17,21,23.0,114,233440
55,67,65,67,68.0,162,95281
34,46,69,85,15.0,150,198335
64,71,80,99,75.0,179,117717
95,96,87,59,85.0,185,108628
43,91,68,79,91.0,173,190459
2,14,36,4,3.0,107,73523
62,46,84,21,40.0,150,27380
18,25,26,3,29.0,122,203033
60,81,77,97,79.0,179,58206
97,99,94,76,68.0,191,204809
80,60,67,78,34.0,163,5387
74,72,66,5,87.0,159,85925
3,2,4,4,18.0,98,151769
18,57,45,30,34.0,138,28732
3,4,3,3,5.0,93,149516
95,94,89,89,93.0,194,183095
69,93,96,96,95.0,192,71545
95,97,91,97,97.0,202,122499
87,86,84,79,97.0,186,179084
99,26,32,26,33.0,149,30434
4,8,29,2,49.0,114,103924
20,27,8,24,12.0,118,103610
14,4,13,34,4.0,111,246055
96,85,73,90,86.0,187,20187
86,55,27,56,46.0,153,9453
5,9,13,12,13.0,109,184757
83,46,76,65,67.0,165,204567
20,18,18,15,50.0,124,138646
65,22,23,2,60.0,131,4127
76,90,73,87,48.0,172,28597
76,59,89,40,5.0,151,150
69,26,47,2,21.0,134,93845
81,89,84,80,73.0,179,111250
45,61,92,89,1.0,139,91513
82,74,70,89,84.0,178,173869
5,11,7,57,50.0,121,145094
1,5,4,69,19.0,110,86812
89,77,99,80,70.0,183,103716
11,2,17,17,1.0,104,194075
3,22,7,28,67.0,122,140925
84,74,61,55,78.0,168,119919
57,33,54,40,62.0,148,1103
3,18,31,14,44.0,121,84315
32,6,8,67,40.0,128,106841
74,64,58,22,76.0,157,179304
2,6,11,21,12.0,106,39068
58,98,74,58,51.0,166,143035
30,15,3,15,45.0,118,164835
88,64,73,81,93.0,178,57158
97,94,95,98,78.0,199,148654
80,71,63,43,59.0,160,132358
98,89,65,90,99.0,213,27076
35,83,87,62,100.0,176,153333
74,66,83,60,66.0,167,150881
86,85,93,49,31.0,168,49543
68,55,48,13,11.0,139,200745
47,72,57,66,51.0,156,159317
74,16,43,32,40.0,142,123515
48,57,70,39,57.0,151,57492
66,86,65,26,58.0,157,25209
29,75,71,36,75.0,156,78983
72,45,87,48,90.0,167,62531
3,43,3,8,1.0,87,19038
74,23,44,40,43.0,145,193203
50,36,44,96,89.0,166,203483
72,65,90,17,42.0,156,142291
62,30,39,10,53.0,138,239858
74,68,74,1,29.0,127,87634
13,5,11,10,40.0,114,22346
20,53,48,65,9.0,138,98654
38,2,8,9,77.0,123,6004
2,4,4,11,1.0,78,76872
99,97,83,100,63.0,210,141218
86,68,83,78,84.0,177,187442
15,42,8,17,1.0,97,52595
19,4,1,35,28.0,111,116376
70,59,71,75,46.0,161,120163
49,38,51,9,16.0,135,21460
20,48,64,44,19.0,141,241028
83,98,81,71,25.0,173,173727
17,9,39,5,25.0,121,11500
26,82,29,96,95.0,169,88606
53,81,41,30,91.0,159,24054
3,1,7,38,5.0,99,177782
24,17,19,30,51.0,128,30268
12,2,11,23,18.0,112,176584
11,2,27,34,7.0,113,82525
14,15,36,53,73.0,138,33125
86,92,94,91,87.0,190,10319
72,82,18,64,63.0,157,132069
44,33,61,59,7.0,140,144459
62,80,72,53,71.0,165,83994
14,22,15,48,48.0,128,50576
52,35,37,43,33.0,142,20228
17,7,20,32,11.0,118,236986
98,100,87,87,96.0,201,49897
82,88,51,59,24.0,161,122727
82,79,72,70,29.0,165,246345
78,64,62,100,43.0,186,70707
71,28,52,73,99.0,186,219374
44,41,40,72,14.0,143,170974
38,23,5,4,10.0,113,127803
23,51,61,39,49.0,143,145069
36,77,87,58,4.0,149,82793
15,61,33,43,79.0,146,237811
61,76,41,71,98.0,170,42467
77,21,66,38,34.0,147,127408
14,30,26,31,4.0,121,26208
27,54,26,27,41.0,136,131517
81,72,68,90,93.0,180,213171
39,41,34,38,23.0,138,23669
63,37,67,50,26.0,149,68287
46,69,50,89,6.0,151,135724
78,40,86,68,13.0,155,241883
93,94,98,94,26.0,187,112065
98,56,60,51,20.0,161,40038
62,80,58,73,67.0,166,21107
93,46,94,75,93.0,181,163379
29,83,95,46,73.0,165,136355
85,95,88,70,86.0,183,184483
9,7,7,27,12.0,109,88984
67,64,75,45,49.0,157,177419
65,77,43,16,8.0,141,35646
48,66,82,67,93.0,169,125857
93,44,27,63,40.0,154,216153
30,29,77,48,3.0,135,237009
64,15,40,46,55.0,143,55901
71,25,27,36,30.0,140,32188
86,72,70,55,66.0,167,11560
20,72,71,10,91.0,152,109775
33,32,21,33,31.0,133,73797
31,11,17,45,12.0,123,131331
63,42,44,53,42.0,149,45865
1,20,22,16,10.0,109,7374
79,62,40,15,14.0,142,23294
66,95,89,55,72.0,174,62766
29,15,25,74,59.0,140,83515
50,71,81,27,1.0,126,121961
15,19,65,6,21.0,127,132658
90,71,44,56,23.0,158,173104
64,78,80,24,19.0,153,67636
22,36,50,50,49.0,141,67974
1,20,9,6,58.0,110,146560
7,9,20,13,1.0,105,68405
67,77,54,21,17.0,147,193094
58,66,49,37,32.0,149,11138
11,43,65,17,19.0,133,4309
52,20,32,40,48.0,139,222762
94,100,100,97,61.0,199,203757
75,88,88,85,73.0,180,120427
29,34,24,92,1.0,120,240423
88,44,24,92,88.0,169,126791
60,12,25,37,46.0,135,123466
10,14,18,2,1.0,102,38281
72,46,51,15,36.0,145,234019
93,98,92,74,97.0,194,128108
44,18,50,35,58.0,140,201076
14,25,28,33,68.0,134,95603
47,54,71,21,24.0,144,159596
86,91,93,80,11.0,171,89471
97,100,93,86,80.0,199,108912
50,28,38,44,67.0,146,51441
56,93,85,75,92.0,179,165751
34,9,7,37,38.0,123,192941
58,81,47,64,99.0,172,98980
71,85,60,66,49.0,163,41738
67,57,43,29,66.0,152,66212
47,2,14,48,6.0,119,124592
39,67,34,40,81.0,152,16404
32,24,27,46,43.0,136,207553
96,99,99,99,35.0,197,16803
44,10,16,29,57.0,130,110843
16,37,18,14,51.0,127,193916
70,61,79,34,56.0,157,155482
95,84,89,92,24.0,180,226140
76,65,26,89,42.0,159,17749
87,84,50,85,46.0,169,93093
92,92,81,81,92.0,187,202464
3,18,31,19,6.0,114,185059
51,18,46,24,50.0,138,99245
88,77,86,89,94.0,186,113313
57,86,60,30,60.0,156,239872
43,37,27,50,58.0,142,80190
72,82,89,95,19.0,173,64668
37,7,49,36,23.0,133,60422
30,75,89,60,2.0,146,32954
58,93,91,70,83.0,177,132515
51,26,53,47,84.0,153,225965
13,13,24,44,41.0,128,213061
12,9,16,75,55.0,131,127751
33,47,5,36,45.0,130,26013
38,79,61,5,79.0,150,216627
67,95,67,60,78.0,172,136455
51,74,44,3,58.0,143,184726
42,58,17,43,50.0,141,47826
89,42,50,50,36.0,154,136883
22,14,53,22,46.0,132,229201
46,35,8,8,65.0,131,129954
73,67,70,69,20.0,159,106555
55,61,90,36,62.0,158,29254
20,28,38,11,95.0,141,157601
90,30,37,34,89.0,158,95364
86,81,57,86,93.0,180,219337
45,40,82,49,98.0,164,173871
96,88,64,42,76.0,174,100422
11,5,4,9,13.0,104,117677
96,74,64,90,51.0,175,99340
87,86,99,98,70.0,192,89854
74,56,67,46,91.0,165,177163
89,99,77,70,82.0,184,219740
86,71,66,56,19.0,160,29838
36,19,50,67,23.0,141,69694
85,98,68,82,68.0,180,213386
67,57,67,89,100.0,197,225792
66,82,52,40,32.0,154,119314
67,37,21,42,73.0,148,156766
53,62,55,83,60.0,160,229567
96,94,85,89,93.0,194,12972
58,28,28,27,39.0,138,231499
82,17,35,93,30.0,154,23261
69,100,93,84,74.0,186,52146
7,5,2,7,11.0,99,57598
80,32,25,35,18.0,141,83725
28,4,28,37,2.0,117,103104
33,17,6,1,80.0,123,126817
66,44,45,89,25.0,156,200287
29,28,3,1,41.0,96,162428
35,40,83,33,82.0,154,236370
98,99,81,84,26.0,184,2009
80,91,87,75,87.0,182,223504
75,99,88,99,98.0,219,185760
48,17,46,30,63.0,141,35753
1,3,3,4,1.0,87,78928
13,7,8,18,21.0,114,149850
43,27,59,16,97.0,151,214136
21,34,19,29,58.0,132,201128
81,48,64,100,28.0,184,112034
97,96,69,95,18.0,182,223195
11,38,32,36,61.0,135,6804
9,28,10,6,57.0,119,155966
36,19,24,10,56.0,129,119438
21,62,38,47,13.0,136,195537
57,70,56,30,28.0,149,222601
29,25,35,54,60.0,140,143532
82,99,88,49,90.0,183,65176
94,100,100,100,100.0,264,89440
68,33,63,81,86.0,165,221962
16,12,36,26,78.0,134,165604
45,63,76,76,91.0,168,10263
68,61,37,22,26.0,144,176030
42,39,38,88,100.0,170,172093
20,9,31,15,19.0,122,194253
34,56,42,77,41.0,150,149717
92,78,99,82,76.0,187,49837
30,18,24,12,45.0,127,139121
86,51,83,90,67.0,175,159379
93,65,57,73,39.0,165,33675
56,46,27,87,50.0,153,36093
14,35,5,6,1.0,91,38331
58,49,39,26,1.0,117,23401
57,32,60,7,86.0,148,17940
55,35,87,23,23.0,146,183501
100,83,88,74,62.0,183,15175
53,71,44,56,42.0,152,232538
34,47,42,43,17.0,139,201611
21,85,98,91,16.0,165,58679
60,41,19,40,1.0,113,28088
20,54,40,2,8.0,123,202046
28,11,38,39,66.0,137,55417
92,81,81,70,56.0,173,90142
33,57,67,49,88.0,158,149859
21,5,22,82,49.0,135,231043
58,56,36,72,17.0,149,141356
23,68,53,37,68.0,149,134155
43,45,72,69,26.0,151,180988
95,99,91,43,56.0,179,162561
11,24,25,7,46.0,123,4878
19,32,57,23,20.0,133,214337
8,73,19,83,16.0,139,202565
94,80,52,39,39.0,161,194700
90,41,72,47,15.0,154,177667
30,57,54,13,19.0,137,8801
86,97,100,93,100.0,222,208124
66,30,57,71,80.0,160,186536
5,1,2,12,55.0,102,127241
9,3,3,9,10.0,100,122924
33,63,62,12,61.0,145,179286
53,39,47,29,78.0,149,147734
1,23,8,9,55.0,113,13568
74,51,26,22,16.0,140,114604
73,90,62,53,50.0,163,175536
62,10,57,34,81.0,148,106817
6,2,1,3,1.0,85,63179
6,26,32,9,4.0,114,237183
24,21,16,59,39.0,132,17495
23,31,30,26,88.0,142,55313
95,100,100,89,79.0,220,153947
70,51,11,48,55.0,143,72956
20,12,14,25,17.0,120,22367
42,95,94,73,76.0,175,71824
29,20,8,30,1.0,99,52782
4,51,64,55,60.0,142,74875
53,86,68,43,100.0,190,6164
49,66,84,84,1.0,137,196207
91,66,43,45,60.0,159,13994
61,14,17,33,20.0,131,63060
37,32,58,75,2.0,138,124248
81,51,96,39,41.0,161,219624
70,98,88,45,92.0,179,91343
64,7,25,27,87.0,142,106455
24,88,71,63,68.0,161,70169
96,83,86,83,69.0,183,183624
54,44,52,12,78.0,148,18354
3,21,14,24,48.0,119,244774
50,88,86,99,100.0,209,237174
11,10,5,28,36.0,116,229802
100,92,82,70,79.0,187,14822
68,24,18,79,66.0,151,24074
70,35,84,79,42.0,160,173394
90,99,96,97,18.0,187,159024
73,84,80,52,48.0,164,31108
29,30,33,49,1.0,127,66008
91,88,75,59,59.0,171,131091
53,84,82,98,25.0,171,132011
93,34,50,71,13.0,153,140697
97,59,46,72,65.0,169,140302
42,56,15,24,22.0,134,178985
42,70,86,66,85.0,167,63327
43,45,32,50,88.0,152,238095
3,14,5,19,19.0,110,239848
91,98,77,65,68.0,180,13217
53,21,46,56,89.0,153,162139
26,65,41,22,21.0,138,178365
15,38,30,24,66.0,135,76496
89,37,42,75,83.0,165,28440
18,4,16,11,17.0,114,175557
13,10,26,14,71.0,127,223138
42,38,56,81,62.0,155,8018
65,33,38,84,81.0,160,39006
49,26,49,30,73.0,146,243374
51,51,66,14,58.0,146,166442
100,93,93,97,21.0,190,167712
73,83,54,73,69.0,168,167134
28,69,61,86,78.0,164,221401
63,75,71,13,45.0,152,169822
99,89,97,98,99.0,226,217338
98,91,81,91,64.0,187,76082
17,82,66,86,29.0,156,169419
31,45,56,17,84.0,147,149537
24,51,25,57,64.0,144,154425
17,25,19,18,20.0,123,230704
39,35,27,34,55.0,138,176630
91,89,91,41,46.0,170,205695
94,97,71,97,46.0,184,3441
90,69,89,68,80.0,177,75857
54,47,44,69,35.0,150,38921
74,34,96,64,53.0,162,76722
92,84,78,69,19.0,169,183028
12,4,2,57,2.0,105,28238
89,65,38,72,69.0,165,760
17,28,21,18,15.0,122,234307
58,61,58,44,58.0,153,91215
10,9,21,17,27.0,118,152745
58,91,71,90,76.0,176,169598
75,63,76,66,80.0,169,3906
1,4,6,2,9.0,94,75179
30,39,25,35,29.0,134,16338
14,44,31,28,83.0,141,192121
94,90,73,88,76.0,184,235308
77,37,51,79,1.0,130,44656
63,34,55,30,33.0,144,6789
31,78,72,42,53.0,153,88014
72,92,93,8,1.0,134,104425
5,5,14,3,1.0,83,94462
83,89,92,96,13.0,175,15115
64,55,39,84,60.0,159,137876
43,87,51,56,16.0,150,234717
25,74,45,18,58.0,143,20356
1,22,21,43,52.0,121,65700
6,28,61,16,20.0,128,77902
20,72,60,70,88.0,161,19093
27,29,9,36,47.0,129,46400
26,70,23,28,7.0,130,138910
19,15,66,22,35.0,133,132270
55,83,61,34,95.0,165,72153
66,57,54,39,39.0,150,100547
38,19,11,39,1.0,116,218523
3,6,7,7,52.0,109,106588
7,9,8,15,70.0,119,71631
64,29,42,6,52.0,138,183197
49,19,10,13,1.0,100,33983
79,35,61,37,86.0,159,27602
57,12,49,39,38.0,139,115933
57,70,58,53,46.0,154,136453
58,26,48,52,38.0,145,236036
21,31,18,35,18.0,127,19389
78,76,39,84,26.0,162,220954
35,5,14,42,85.0,135,38463
15,8,37,23,31.0,125,72723
59,52,11,1,75.0,116,84860
12,5,17,16,5.0,109,151307
91,89,88,74,63.0,178,214974
86,60,89,91,62.0,176,75177
82,75,17,91,79.0,168,128598
47,18,21,59,23.0,136,227538
17,3,22,27,1.0,108,58279
73,67,75,68,83.0,170,241730
21,55,54,89,87.0,162,158649
31,68,78,53,80.0,160,136661
54,17,44,64,8.0,136,33275
43,35,54,18,40.0,139,182967
2,12,12,4,83.0,118,186749
69,93,92,96,91.0,189,36231
99,97,91,85,49.0,187,212606
73,82,91,29,83.0,169,90283
9,46,73,59,10.0,137,235275
59,31,52,23,48.0,142,215366
61,74,81,60,57.0,162,118272
16,4,11,61,57.0,125,204116
29,61,11,23,19.0,130,57032
79,70,91,58,85.0,174,52916
65,97,90,88,6.0,169,74291
72,75,79,85,68.0,173,174247
47,81,49,6,85.0,153,58493
35,17,17,48,44.0,132,90112
86,76,51,34,56.0,158,183802
62,91,85,72,79.0,175,233483
9,13,27,34,46.0,126,12780
68,12,21,16,50.0,133,101634
54,50,39,10,45.0,140,166840
90,92,75,71,35.0,172,199648
71,82,87,51,61.0,166,107254
11,13,16,1,33.0,113,14912
8,18,9,36,62.0,124,206268
19,19,17,65,48.0,133,135841
43,60,50,64,63.0,154,56504
62,43,46,32,63.0,149,166310
11,14,12,7,23.0,115,155619
77,72,86,77,90.0,178,127679
47,7,21,60,71.0,140,110973
25,28,37,28,29.0,133,57889
9,48,68,53,63.0,145,21817
61,72,88,96,30.0,171,144362
24,47,22,56,48.0,139,131350
33,27,34,16,1.0,106,48093
67,59,52,51,83.0,161,89667
40,57,41,33,73.0,149,50559
96,96,91,91,63.0,190,35033
9,19,17,3,7.0,110,97071
100,92,97,100,73.0,232,231307
72,41,68,87,99.0,175,197354
12,35,6,11,73.0,125,38980
10,10,38,5,1.0,94,54256
43,62,43,27,16.0,140,154659
68,30,65,64,82.0,160,174930
66,66,32,39,36.0,148,241385
9,2,1,51,1.0,84,150657
83,69,59,66,98.0,175,209814
77,69,75,75,68.0,170,186328
15,32,9,9,1.0,94,23799
39,10,30,46,35.0,133,113112
65,95,88,79,68.0,177,120644
36,56,45,2,44.0,135,88709
47,37,82,64,65.0,157,133111
89,31,15,96,34.0,156,187964
20,25,95,60,92.0,159,124582
51,62,40,73,1.0,126,93509
8,26,43,26,91.0,140,104886
25,6,29,20,12.0,119,3646
3,58,20,1,3.0,111,27091
58,41,72,21,8.0,139,221773
98,67,91,71,69.0,180,82629
30,57,43,78,29.0,149,37937
38,66,41,63,21.0,147,238469
63,75,84,90,91.0,179,144180
74,84,88,92,89.0,184,226184
28,36,43,26,57.0,138,124925
91,76,95,67,87.0,182,85268
86,43,62,70,73.0,165,43180
3,1,4,58,1.0,83,230985
36,61,33,33,40.0,141,1386
49,68,93,56,24.0,158,115091
96,75,79,96,95.0,191,112886
30,86,65,76,66.0,163,190701
46,11,56,76,4.0,137,223846
74,90,78,51,48.0,165,4038
38,85,73,71,29.0,158,17830
6,12,1,17,32.0,108,134764
69,31,32,2,44.0,134,183718
91,54,86,50,42.0,163,23210
94,79,42,79,14.0,162,154660
21,10,16,30,44.0,124,150979
61,37,47,64,38.0,149,177960
26,16,11,10,46.0,121,67083
32,40,70,65,2.0,139,203880
80,18,51,47,1.0,121,35042
64,94,86,88,40.0,174,6511
78,48,55,59,63.0,158,235533
58,76,30,26,18.0,143,160948
12,12,1,34,53.0,114,204171
80,66,72,59,60.0,163,207621
23,12,27,46,83.0,139,240649
38,51,46,66,46.0,148,128293
90,44,79,93,56.0,171,170587
17,2,15,23,40.0,117,190771
21,66,48,50,34.0,144,103743
80,77,68,49,35.0,160,83456
73,78,68,65,95.0,174,152656
90,87,79,70,59.0,173,92746
72,43,64,71,60.0,159,77477
46,7,25,68,53.0,137,191258
83,60,79,71,84.0,173,116967
96,97,84,99,95.0,201,185654
5,6,3,26,23.0,109,217278
62,31,74,72,67.0,159,119518
60,58,87,77,65.0,167,143433
28,24,5,13,59.0,123,132457
7,30,2,42,60.0,121,179912
23,31,71,26,21.0,137,238975
9,12,13,7,1.0,89,138789
33,17,1,11,22.0,112,181198
15,32,30,68,18.0,135,67874
5,52,33,47,1.0,121,84875
68,81,79,57,52.0,163,1723
49,61,52,24,37.0,145,134122
82,41,36,21,22.0,143,133545
11,12,3,25,1.0,103,75216
7,24,24,30,60.0,127,61534
40,78,97,69,100.0,181,56856
41,53,84,48,14.0,147,3999
82,91,64,83,4.0,162,170670
32,39,44,49,40.0,142,135588
100,95,92,91,79.0,212,124499
21,2,14,58,31.0,123,176171
13,19,63,18,15.0,126,81416
36,81,93,23,56.0,156,150066
28,74,78,29,74.0,155,158792
38,69,57,92,92.0,170,142989
77,80,81,50,76.0,170,131658
37,70,38,68,70.0,156,151818
58,87,96,72,98.0,184,172200
95,83,94,67,15.0,171,31074
78,68,48,62,55.0,159,143316
3,9,5,23,2.0,101,199697
26,30,20,34,44.0,132,119777
11,8,11,14,61.0,118,97666
82,44,14,45,46.0,144,46423
85,39,37,88,55.0,160,164674
46,29,66,13,46.0,140,50560
91,75,72,61,25.0,165,131541
74,47,62,32,49.0,151,203902
78,89,71,87,72.0,178,71856
90,49,21,21,57.0,147,218717
90,76,82,67,51.0,169,171357
87,95,80,99,26.0,182,161799
16,10,17,5,73.0,124,154780
32,19,33,23,17.0,128,54173
5,17,17,24,17.0,116,179348
88,91,97,63,96.0,188,33718
79,51,71,10,24.0,148,135318
22,52,51,21,39.0,138,22922
71,85,76,93,91.0,182,204252
67,9,62,41,64.0,146,27730
56,54,39,34,46.0,145,185548
14,39,86,40,18.0,141,170097
24,65,61,40,75.0,152,67395
14,41,20,26,49.0,130,210277
20,14,4,18,1.0,90,188409
3,3,11,9,18.0,105,117162
22,45,6,56,1.0,105,211528
26,85,95,95,30.0,169,246331
24,30,61,93,88.0,161,242650
40,8,17,8,3.0,113,42846
88,40,16,89,12.0,149,68773
45,46,22,20,42.0,136,239807
15,21,8,9,37.0,118,26010
75,77,46,93,41.0,166,174421
74,71,97,40,21.0,162,163688
17,18,5,7,28.0,115,141192
13,14,5,5,55.0,114,48781
52,43,60,33,88.0,155,182134
68,61,96,89,29.0,170,195552
27,64,61,9,34.0,140,131264
97,91,89,69,82.0,186,9570
17,14,18,25,18.0,121,9035
28,60,14,9,16.0,127,58414
9,1,3,16,1.0,75,175871
52,59,78,38,33.0,151,186518
62,53,55,75,97.0,169,220733
33,53,38,82,24.0,148,221592
31,10,7,15,53.0,121,161164
51,60,82,33,53.0,153,7524
20,32,18,29,45.0,129,19849
46,62,48,23,77.0,151,90488
78,23,21,96,1.0,127,19006
60,75,45,26,35.0,148,73903
59,48,25,59,38.0,146,22314
97,69,63,31,68.0,167,102750
27,18,72,16,75.0,142,158107
69,83,65,82,57.0,167,48578
64,80,87,57,89.0,173,42504
95,100,99,100,96.0,226,226918
52,89,83,46,60.0,162,103295
25,9,4,23,46.0,118,237157
1,7,44,40,1.0,96,127310
93,80,82,77,85.0,181,208760
95,94,95,97,92.0,199,67419
65,90,85,80,23.0,168,11831
15,15,4,6,65.0,118,10807
70,72,50,57,68.0,161,27487
94,93,94,89,40.0,184,4713
75,42,51,56,27.0,151,222606
81,77,46,84,34.0,164,38519
71,78,95,95,66.0,181,44925
92,87,80,84,62.0,179,20697
75,80,97,65,37.0,170,13822
96,85,62,80,67.0,178,118049
58,22,27,57,7.0,133,60364
39,51,30,95,62.0,156,39686
51,26,18,43,16.0,133,185597
97,90,95,89,50.0,186,200811
36,59,23,8,4.0,125,111874
55,84,66,74,100.0,195,52227
53,55,63,63,71.0,159,190903
65,76,78,41,78.0,164,36361
74,68,82,51,50.0,161,29752
37,46,37,32,36.0,140,203829
100,95,96,79,88.0,197,238131
47,4,31,18,54.0,129,159787
25,38,19,8,1.0,101,131249
68,49,57,74,92.0,167,165455
27,88,85,86,76.0,171,47844
60,78,51,79,86.0,169,142283
5,5,3,3,1.0,77,56655
38,54,49,28,38.0,142,38547
77,82,66,37,82.0,166,158505
38,53,75,84,74.0,163,132305
54,57,50,53,21.0,148,70241
1,5,3,11,9.0,97,84911
89,57,61,85,13.0,160,146641
30,27,17,3,65.0,128,219908
34,9,52,34,51.0,135,198216
67,40,78,52,19.0,152,41347
29,52,66,35,11.0,138,48754
55,33,66,76,21.0,151,167161
50,67,70,56,27.0,154,55890
19,51,67,9,39.0,138,119222
68,96,92,90,73.0,184,128552
43,59,28,61,41.0,146,69259
18,47,11,35,4.0,120,187858
17,25,23,55,37.0,133,17335
4,2,3,6,48.0,103,38333
84,54,92,90,90.0,182,44152
82,39,45,9,10.0,137,211710
86,88,89,84,96.0,188,226575
33,66,62,39,72.0,153,42623
4,8,3,82,13.0,115,135870
18,16,14,54,42.0,129,110050
6,35,28,38,54.0,131,166165
95,93,78,93,21.0,179,144843
3,10,11,2,64.0,113,60026
8,62,47,74,91.0,155,8082
37,37,69,91,9.0,149,110102
28,22,55,68,82.0,151,202126
11,8,9,11,55.0,116,42587
69,56,67,74,28.0,158,214393
6,63,67,58,87.0,153,166928
54,60,63,64,36.0,154,237965
51,35,20,18,23.0,133,121541
92,84,80,82,88.0,184,196557
62,72,72,76,93.0,173,205098
93,47,55,61,63.0,163,27139
40,15,15,45,57.0,133,154868
75,96,98,88,90.0,191,16629
74,97,90,75,1.0,148,64917
52,66,36,24,71.0,150,119635
48,70,52,46,12.0,144,107350
33,61,86,78,70.0,164,215510
89,100,99,86,89.0,198,6965
10,21,23,19,28.0,123,111406
40,13,25,47,62.0,136,144929
8,48,37,33,57.0,135,107040
51,19,64,23,29.0,139,11890
24,45,62,66,24.0,145,134101
45,86,71,84,94.0,175,97866
13,11,6,12,46.0,115,55539
81,97,90,58,49.0,173,141970
48,37,47,11,2.0,128,70439
69,1,1,1,25.0,58,199523
71,81,44,78,73.0,168,17109
19,24,6,19,3.0,111,175050
4,6,16,10,8.0,106,167187
68,62,60,13,91.0,158,59624
45,5,30,52,83.0,142,130537
85,82,59,31,64.0,162,237490
15,22,13,40,1.0,100,219702
46,33,17,46,48.0,138,99618
97,95,68,94,89.0,192,110800
70,33,24,51,17.0,141,47348
41,46,40,63,1.0,120,59663
50,3,8,57,53.0,129,204261
91,76,58,78,6.0,160,121487
